Recipe_ID,Recipe_Name,Cuisine_Type,Ingredients_List_0,Ingredients_List_1,Ingredients_List_2,Ingredients_List_3,Ingredients_List_4,Preparation_Steps_0_0,Preparation_Steps_0_1,Preparation_Steps_0_2,Preparation_Steps_0_3,Cooking_Time_Minutes,Difficulty_Level,User_ID,User_Preferences,User_Rating,User_Feedback,Date_Prepared,Season,Occasion,Serving_Size,Calories_Per_Serving,Allergen_Information,Cost_Per_Serving,Popularity_Score,Seasonal_Availability
R597,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,66,Medium,U721,Gluten-Free,3,Feedback 597,2024-02-18,Spring,Casual,4,429,None,19.0,367,Yes
R598,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,29,Hard,U349,Vegetarian,1,Feedback 598,2024-03-18,Winter,Casual,2,757,Dairy,12.0,301,Yes
R599,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,58,Medium,U900,Gluten-Free,4,Feedback 599,2024-04-29,Fall,Casual,6,640,None,6.0,262,Yes
R600,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,41,Medium,U580,None,5,Feedback 600,2024-02-09,Summer,Lunch,6,252,None,8.0,495,Yes
R601,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,47,Medium,U431,Gluten-Free,1,Feedback 601,2024-06-18,Winter,Dinner,6,406,None,6.0,328,No
R602,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,30,Medium,U504,Gluten-Free,3,Feedback 602,2024-09-10,Fall,Casual,4,670,None,14.0,362,No
R603,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,45,Medium,U394,None,4,Feedback 603,2024-11-29,Winter,Dinner,2,704,None,10.0,461,No
R604,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,20,Hard,U114,Vegetarian,5,Feedback 604,2024-05-29,Spring,Lunch,6,280,Dairy,15.0,224,Yes
R605,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,31,Medium,U737,Gluten-Free,1,Feedback 605,2024-07-30,Summer,Lunch,2,794,None,17.0,168,No
R606,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,66,Easy,U309,None,2,Feedback 606,2024-04-29,Fall,Casual,4,466,Gluten,19.0,378,No
R607,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,49,Hard,U986,Vegetarian,4,Feedback 607,2024-02-23,Spring,Dinner,4,203,Dairy,17.0,336,No
R608,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,29,Easy,U494,None,2,Feedback 608,2024-06-17,Spring,Party,3,628,Gluten,16.0,228,Yes
R609,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,48,Medium,U700,None,3,Feedback 609,2024-02-23,Summer,Dinner,6,608,None,14.0,418,No
R610,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,70,Hard,U762,Vegetarian,3,Feedback 610,2024-04-16,Winter,Party,3,616,Dairy,7.0,399,No
R611,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,49,Easy,U918,None,1,Feedback 611,2024-12-02,Winter,Dinner,3,319,Gluten,8.0,397,Yes
R612,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,29,Hard,U409,Vegetarian,2,Feedback 612,2024-08-07,Fall,Party,3,751,Dairy,15.0,76,Yes
R613,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,76,Hard,U638,Vegetarian,3,Feedback 613,2024-02-18,Winter,Casual,6,326,Dairy,12.0,467,No
R614,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,37,Medium,U539,None,1,Feedback 614,2024-08-16,Winter,Party,3,391,None,11.0,207,Yes
R615,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,30,Easy,U536,None,4,Feedback 615,2024-03-11,Winter,Dinner,1,582,Gluten,8.0,460,No
R616,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,21,Medium,U959,None,1,Feedback 616,2024-01-17,Summer,Party,4,280,None,6.0,373,No
R617,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,19,Medium,U642,Gluten-Free,2,Feedback 617,2024-05-20,Winter,Party,6,589,None,7.0,58,Yes
R618,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,65,Hard,U759,Vegetarian,2,Feedback 618,2024-03-07,Fall,Lunch,2,351,Dairy,7.0,117,No
R619,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,38,Hard,U883,Vegetarian,2,Feedback 619,2024-03-05,Fall,Party,1,704,Dairy,14.0,157,Yes
R620,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,82,Medium,U826,None,4,Feedback 620,2024-12-11,Spring,Party,3,414,None,10.0,459,Yes
R621,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,86,Hard,U300,Vegetarian,2,Feedback 621,2024-08-11,Summer,Dinner,6,322,Dairy,12.0,199,Yes
R622,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,71,Medium,U681,Gluten-Free,4,Feedback 622,2024-04-03,Spring,Casual,3,540,None,14.0,441,Yes
R623,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,34,Easy,U352,None,5,Feedback 623,2024-01-14,Winter,Dinner,2,768,Gluten,19.0,463,No
R624,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,63,Easy,U424,None,2,Feedback 624,2024-11-04,Spring,Dinner,4,345,Gluten,8.0,112,No
R625,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,59,Medium,U407,None,4,Feedback 625,2024-07-12,Fall,Casual,2,538,None,11.0,303,Yes
R626,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,88,Medium,U292,None,2,Feedback 626,2024-06-24,Summer,Casual,2,708,None,12.0,161,No
R627,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,21,Medium,U259,Gluten-Free,1,Feedback 627,2024-07-13,Winter,Lunch,1,599,None,15.0,190,Yes
R628,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,35,Hard,U282,Vegetarian,2,Feedback 628,2024-07-04,Spring,Casual,2,497,Dairy,12.0,73,Yes
R629,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,34,Hard,U193,Vegetarian,2,Feedback 629,2024-05-27,Spring,Dinner,3,264,Dairy,19.0,131,Yes
R630,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,48,Easy,U837,Vegan,2,Feedback 630,2024-02-04,Spring,Lunch,5,470,Soy,15.0,457,Yes
R631,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,78,Easy,U798,None,3,Feedback 631,2024-06-05,Summer,Dinner,3,269,Gluten,9.0,172,No
R632,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,82,Medium,U556,None,4,Feedback 632,2024-05-05,Spring,Casual,5,767,None,13.0,130,No
R633,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,84,Medium,U938,None,1,Feedback 633,2024-05-04,Fall,Dinner,3,694,None,7.0,127,Yes
R634,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,50,Medium,U158,None,1,Feedback 634,2024-10-01,Summer,Dinner,5,704,None,16.0,309,Yes
R635,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,21,Easy,U869,None,4,Feedback 635,2024-12-09,Fall,Lunch,3,797,Gluten,7.0,463,No
R636,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,20,Medium,U206,None,5,Feedback 636,2024-07-15,Summer,Lunch,2,499,None,9.0,194,Yes
R637,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,52,Easy,U740,Vegan,5,Feedback 637,2024-11-16,Summer,Party,5,310,Soy,15.0,228,Yes
R638,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,72,Medium,U308,Gluten-Free,1,Feedback 638,2024-10-14,Winter,Casual,4,679,None,18.0,204,No
R639,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,41,Medium,U157,None,2,Feedback 639,2024-11-27,Winter,Dinner,1,370,None,18.0,88,No
R640,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,36,Easy,U578,None,1,Feedback 640,2024-06-30,Spring,Party,5,384,Gluten,15.0,437,No
R641,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,53,Hard,U134,Vegetarian,4,Feedback 641,2024-09-19,Summer,Lunch,4,578,Dairy,19.0,145,Yes
R642,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,18,Easy,U939,Vegan,3,Feedback 642,2024-01-06,Fall,Dinner,4,311,Soy,17.0,100,Yes
R643,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,33,Medium,U803,None,4,Feedback 643,2024-09-02,Summer,Casual,6,308,None,12.0,209,Yes
R644,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,29,Medium,U857,Gluten-Free,2,Feedback 644,2024-11-03,Winter,Party,1,385,None,8.0,331,Yes
R645,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,38,Medium,U255,Gluten-Free,1,Feedback 645,2024-02-12,Summer,Party,1,316,None,20.0,279,No
R646,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,29,Hard,U565,Vegetarian,2,Feedback 646,2024-04-05,Winter,Dinner,4,786,Dairy,9.0,199,No
R647,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,26,Easy,U856,None,4,Feedback 647,2024-02-29,Summer,Dinner,1,552,Gluten,15.0,344,Yes
R648,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,50,Medium,U196,Gluten-Free,4,Feedback 648,2024-05-11,Summer,Lunch,6,571,None,16.0,206,No
R649,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,78,Medium,U806,None,1,Feedback 649,2024-11-22,Winter,Lunch,1,359,None,8.0,454,Yes
R650,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,17,Medium,U363,None,4,Feedback 650,2024-10-10,Summer,Dinner,6,762,None,15.0,383,No
R651,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,37,Medium,U801,None,5,Feedback 651,2024-06-21,Summer,Dinner,2,314,None,11.0,382,Yes
R652,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,45,Medium,U484,None,3,Feedback 652,2024-07-02,Spring,Lunch,3,454,None,19.0,95,Yes
R653,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,79,Easy,U256,None,3,Feedback 653,2024-11-05,Summer,Dinner,1,393,Gluten,8.0,217,No
R654,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,30,Hard,U295,Vegetarian,2,Feedback 654,2024-07-25,Winter,Dinner,4,223,Dairy,14.0,129,Yes
R655,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,86,Easy,U985,None,5,Feedback 655,2024-09-21,Summer,Dinner,3,519,Gluten,18.0,462,No
R656,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,24,Hard,U363,Vegetarian,3,Feedback 656,2024-04-22,Spring,Lunch,1,553,Dairy,15.0,161,No
R657,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,82,Medium,U438,Gluten-Free,3,Feedback 657,2024-08-05,Spring,Lunch,6,772,None,6.0,391,No
R658,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,74,Medium,U242,Gluten-Free,3,Feedback 658,2024-10-05,Fall,Casual,5,378,None,18.0,74,No
R659,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,22,Easy,U443,None,5,Feedback 659,2024-12-05,Fall,Party,4,214,Gluten,20.0,412,Yes
R660,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,48,Medium,U775,None,1,Feedback 660,2024-07-16,Fall,Dinner,5,392,None,14.0,370,No
R661,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,65,Easy,U165,Vegan,5,Feedback 661,2024-10-03,Fall,Lunch,4,725,Soy,15.0,237,Yes
R662,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,43,Medium,U468,None,2,Feedback 662,2024-01-05,Winter,Dinner,5,456,None,19.0,481,No
R663,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,16,Easy,U531,Vegan,4,Feedback 663,2024-08-22,Summer,Casual,2,384,Soy,10.0,452,No
R664,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,34,Easy,U514,None,3,Feedback 664,2024-10-17,Spring,Party,2,732,Gluten,7.0,330,Yes
R665,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,20,Easy,U615,None,3,Feedback 665,2024-12-22,Winter,Party,2,571,Gluten,16.0,403,No
R666,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,58,Hard,U276,Vegetarian,4,Feedback 666,2024-02-17,Fall,Lunch,5,251,Dairy,16.0,296,Yes
R667,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,64,Easy,U775,None,1,Feedback 667,2024-04-06,Spring,Casual,3,718,Gluten,17.0,98,No
R668,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,53,Easy,U570,None,2,Feedback 668,2024-11-19,Spring,Dinner,5,200,Gluten,11.0,428,No
R669,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,88,Medium,U205,None,4,Feedback 669,2024-11-22,Winter,Party,1,591,None,8.0,140,Yes
R670,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,72,Medium,U578,None,2,Feedback 670,2024-08-03,Spring,Dinner,3,680,None,13.0,469,No
R671,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,45,Hard,U359,Vegetarian,4,Feedback 671,2024-04-29,Spring,Casual,4,732,Dairy,9.0,209,No
R672,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,22,Easy,U543,None,2,Feedback 672,2024-09-02,Spring,Lunch,5,410,Gluten,16.0,288,No
R673,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,52,Easy,U983,None,4,Feedback 673,2024-07-19,Winter,Lunch,3,724,Gluten,7.0,416,No
R674,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,68,Easy,U994,Vegan,5,Feedback 674,2024-10-17,Fall,Lunch,2,611,Soy,19.0,92,Yes
R675,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,52,Medium,U586,None,3,Feedback 675,2024-06-15,Winter,Casual,2,569,None,8.0,328,No
R676,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,67,Easy,U259,None,4,Feedback 676,2024-04-30,Spring,Dinner,6,732,Gluten,13.0,440,Yes
R677,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,73,Easy,U762,Vegan,5,Feedback 677,2024-09-23,Fall,Lunch,3,276,Soy,10.0,499,Yes
R678,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,24,Hard,U525,Vegetarian,3,Feedback 678,2024-06-04,Spring,Lunch,3,321,Dairy,6.0,158,Yes
R679,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,60,Hard,U451,Vegetarian,2,Feedback 679,2024-08-31,Winter,Party,5,695,Dairy,11.0,252,No
R680,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,89,Easy,U839,Vegan,2,Feedback 680,2024-05-23,Spring,Party,3,418,Soy,16.0,410,No
R681,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,77,Medium,U393,Gluten-Free,3,Feedback 681,2024-06-15,Summer,Casual,4,306,None,6.0,110,Yes
R682,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,28,Hard,U184,Vegetarian,4,Feedback 682,2024-09-12,Winter,Dinner,2,324,Dairy,18.0,300,Yes
R683,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,60,Hard,U979,Vegetarian,3,Feedback 683,2024-08-24,Fall,Lunch,3,499,Dairy,19.0,168,No
R684,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,62,Easy,U384,None,4,Feedback 684,2024-01-14,Spring,Casual,6,347,Gluten,13.0,67,Yes
R685,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,78,Medium,U635,Gluten-Free,1,Feedback 685,2024-01-11,Spring,Lunch,4,365,None,12.0,108,Yes
R686,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,54,Easy,U720,Vegan,4,Feedback 686,2024-10-06,Fall,Casual,5,319,Soy,11.0,90,Yes
R687,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,23,Easy,U361,None,1,Feedback 687,2024-03-18,Winter,Party,4,645,Gluten,6.0,249,Yes
R688,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,29,Medium,U409,Gluten-Free,3,Feedback 688,2024-06-14,Fall,Party,6,449,None,14.0,175,No
R689,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,24,Easy,U319,Vegan,2,Feedback 689,2024-01-24,Fall,Party,2,716,Soy,16.0,215,Yes
R690,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,68,Easy,U584,Vegan,3,Feedback 690,2024-10-10,Spring,Lunch,2,572,Soy,19.0,414,Yes
R691,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,53,Medium,U838,None,1,Feedback 691,2024-07-19,Summer,Dinner,1,612,None,11.0,462,Yes
R692,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,33,Medium,U262,None,3,Feedback 692,2024-12-31,Summer,Dinner,4,739,None,10.0,170,Yes
R693,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,90,Easy,U704,None,3,Feedback 693,2024-11-11,Fall,Lunch,5,349,Gluten,19.0,91,No
R694,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,52,Hard,U124,Vegetarian,4,Feedback 694,2024-08-15,Winter,Party,1,216,Dairy,14.0,313,No
R695,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,51,Medium,U676,Gluten-Free,5,Feedback 695,2024-05-24,Spring,Party,1,309,None,9.0,64,No
R696,Vegetable Stir Fry,Chinese,Broccoli, Carrot, Bell Pepper, Soy Sauce, Garlic,Chop veggies, Stir-fry, Add sauce, Serve.,80,Easy,U904,Vegan,3,Feedback 696,2024-04-01,Winter,Party,6,284,Soy,15.0,248,Yes
R697,Beef Tacos,Mexican,Beef, Taco Shells, Lettuce, Cheese, Tomato,Cook beef, Prepare toppings, Assemble tacos.,,16,Medium,U217,None,1,Feedback 697,2024-01-12,Fall,Dinner,4,631,None,16.0,480,No
R698,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,80,Easy,U468,None,2,Feedback 698,2024-04-11,Spring,Dinner,4,415,Gluten,19.0,459,Yes
R699,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,37,Hard,U799,Vegetarian,4,Feedback 699,2024-09-28,Winter,Dinner,3,685,Dairy,13.0,87,No
R700,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,44,Hard,U144,Vegetarian,1,Feedback 700,2024-11-05,Winter,Party,4,506,Dairy,18.0,456,Yes
R701,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,24,Hard,U385,Vegetarian,2,Feedback 701,2024-08-21,Winter,Dinner,6,472,Dairy,12.0,378,Yes
R702,Spaghetti Bolognese,Italian,Spaghetti, Ground Beef, Tomato Sauce, Onion, Garlic,Boil pasta, Cook beef, Add sauce, Combine.,71,Easy,U508,None,5,Feedback 702,2024-10-13,Summer,Dinner,5,446,Gluten,8.0,388,Yes
R703,Margherita Pizza,Italian,Pizza Dough, Tomato Sauce, Mozzarella, Basil, Olive Oil,Prepare dough, Add toppings, Bake pizza.,,85,Hard,U556,Vegetarian,4,Feedback 703,2024-02-03,Summer,Casual,3,460,Dairy,10.0,108,No
R704,Chicken Curry,Indian,Chicken, Curry Powder, Coconut Milk, Onion, Garlic,Cook chicken, Add spices, Pour coconut milk, Simmer.,15,Medium,U747,Gluten-Free,2,Feedback 704,2024-10-11,Summer,Casual,2,458,None,17.0,258,No
